gene chr NA skat
OR3A1 17 NA 0.653745732243915
DGKA 12 NA 0.765339474495685
OR8D4 11 NA 0.882858733748402
FOXB1 15 NA 0.761497652521887
PDPK1 16 NA 0.761497652521887
BTBD8 1 NA 0.761497652521887
CDKN2C 1 NA 0.761497652521887
ACTG2 2 NA 0.761497652521887
AMMECR1L 2 NA 0.761497652521887
DTYMK 2 NA 0.761497652521887
ARMC8 3 NA 0.761497652521887
C3orf84 3 NA 0.761497652521887
SLC25A26 3 NA 0.761497652521887
APOBEC2 6 NA 0.761497652521887
DDAH2 6 NA 0.761497652521887
MED20 6 NA 0.761497652521887
WASL 7 NA 0.761497652521887
ZNF394 7 NA 0.761497652521887
TRAM1 8 NA 0.761497652521887
RIC3 11 NA 0.808671275643288
DHX30 3 NA 0.69655651885009
CBY3 5 NA 0.761637908452659
RNF25 2 NA 0.851988822219036
SAMD10 20 NA 0.604099572230402
ZSCAN12 6 NA 0.761783144345193
GRIA4 11 NA 0.607284432527101
TTC17 11 NA 0.588783012477552
SPAG17 1 NA 0.794403408612883
SLIT2 4 NA 0.994748405823296
PIGV 1 NA 0.762321191432271
COX11 17 NA 0.582496380336187
PSMD1 2 NA 0.762370357786699
ATP1B2 17 NA 0.76248419889881
TRAF3IP2 6 NA 0.574087027909659
LYPLA1 8 NA 0.581457365794948
RXFP1 4 NA 0.601169026423438
WIPF1 2 NA 0.762815096302478
TSNAXIP1 16 NA 0.576213419168796
TRMT61B 2 NA 0.763147856843421
OR52D1 11 NA 0.582553524102821
ARHGAP39 8 NA 0.69497042434989
CSF2RB 22 NA 0.747478855508786
SLC12A4 16 NA 0.873016731980646
EPHA6 3 NA 0.593735631473478
SDS 12 NA 0.572155434386108
SYNPO 5 NA 0.575486386712802
PTER 10 NA 0.591257185637895
TNS4 17 NA 1
THEG 19 NA 1
PHIP 6 NA 1
CDK11A 1 NA 1
RPP25L 9 NA 0.763963797289641
SAG 2 NA 0.587848136794778
PEX10 1 NA 0.594584351728674
DUOX2 15 NA 0.991566155686656
MTA2 11 NA 0.764357887985122
PRKAG1 12 NA 0.604196636388767
SAAL1 11 NA 0.594263419124344
PAAF1 11 NA 0.764697609803644
RPS21 20 NA 0.764697609803644
CLRN2 4 NA 0.764697609803644
CXCL14 5 NA 0.764697609803644
DDX46 5 NA 0.764697609803644
DGKI 7 NA 0.764697609803644
TRBV29-1 7 NA 0.764697609803644
MTFMT 15 NA 0.590732584508021
HBE1 11 NA 0.764971763001197
TMEM45B 11 NA 0.764971763001197
RAP1B 12 NA 0.764971763001197
MZT1 13 NA 0.764971763001197
ATP1A3 19 NA 0.764971763001197
TBCB 19 NA 0.764971763001197
VMAC 19 NA 0.764971763001197
PFKFB2 1 NA 0.764971763001197
PKIG 20 NA 0.764971763001197
RPRM 2 NA 0.764971763001197
SULT1E1 4 NA 0.764971763001197
ARSI 5 NA 0.764971763001197
EBF1 5 NA 0.764971763001197
NOV 8 NA 0.764971763001197
MAGI2 7 NA 0.814255574013515
AKIP1 11 NA 0.765083737584829
C11orf54 11 NA 0.765083737584829
OR6C74 12 NA 0.765083737584829
GABRA5 15 NA 0.765083737584829
EMC8 16 NA 0.765083737584829
PGM1 1 NA 0.765083737584829
RCC1 1 NA 0.765083737584829
CHMP2B 3 NA 0.765083737584829
DPPA4 3 NA 0.765083737584829
HRASLS 3 NA 0.765083737584829
MRFAP1 4 NA 0.765083737584829
EDIL3 5 NA 0.765083737584829
OARD1 6 NA 0.765083737584829
SESN1 6 NA 0.765083737584829
TMEM37 2 NA 0.588626929478566
RUFY4 2 NA 0.637950633788476
QPCTL 19 NA 0.577145986896784
TARSL2 15 NA 0.563912940106588
PTPRZ1 7 NA 0.572148190090595
SNTB2 16 NA 0.765697437690118
B3GALT2 1 NA 0.765697437690118
FMOD 1 NA 0.765697437690118
NME7 1 NA 0.765697437690118
RAB42 1 NA 0.765697437690118
PRNT 20 NA 0.765697437690118
CCNYL1 2 NA 0.765697437690118
GPR171 3 NA 0.765697437690118
TKTL2 4 NA 0.765697437690118
CCNO 5 NA 0.765697437690118
CSNK1A1 5 NA 0.765697437690118
ZNF391 6 NA 0.765794218902908
FRZB 2 NA 0.590055978377764
E2F3 6 NA 0.765810201106968
PPL 16 NA 0.556084452048589
FAM65A 16 NA 0.895267655960396
PIK3C2G 12 NA 0.80324530377
HOXA9 7 NA 0.680053808777779
SOWAHB 4 NA 0.574837575395433
TMEM18 2 NA 0.623090845879269
ZBTB22 6 NA 0.681774586163952
STK32A 5 NA 0.766819352445075
SH2D4A 8 NA 0.609641686950822
LTBP2 14 NA 0.554056091835245
SEL1L 14 NA 1
ITPRIP 10 NA 0.892472100029023
KRT74 12 NA 0.647738784395655
AOC3 17 NA 0.591614072114581
STRA6 15 NA 0.873967024774879
CYP1B1 2 NA 0.719965409852373
INTS1 7 NA 0.561239978871705
SUFU 10 NA 0.767690961923487
PIWIL4 11 NA 0.623996190117642
ZNF8 19 NA 0.591941870936753
C1orf53 1 NA 0.767866920915499
DENND2D 1 NA 0.767931796696886
KRT77 12 NA 0.871913689085089
CACNA1E 1 NA 0.55896842217295
CDH22 20 NA 0.565634190139185
TREM1 6 NA 0.618240650246404
DNAAF1 16 NA 0.577269668482473
FBXW12 3 NA 0.595617065381752
UMOD 16 NA 0.585809526513328
IMP3 15 NA 0.768524985383026
DNAH10 12 NA 0.555134767292615
PTS 11 NA 0.768738531567476
ZDHHC24 11 NA 0.768738531567476
MESDC1 15 NA 0.768738531567476
VPS4A 16 NA 0.768738531567476
C17orf67 17 NA 0.768738531567476
CEACAM1 19 NA 0.768738531567476
RPAP2 1 NA 0.768738531567476
ADA 20 NA 0.768738531567476
CRLS1 20 NA 0.768738531567476
BMP10 2 NA 0.768738531567476
PPM1L 3 NA 0.768738531567476
DCK 4 NA 0.768738531567476
DCUN1D4 4 NA 0.768738531567476
LARP7 4 NA 0.768738531567476
SLC17A5 6 NA 0.768738531567476
KPNA7 7 NA 0.768738531567476
RAPGEF5 7 NA 0.768738531567476
LSM1 8 NA 0.768738531567476
RXRA 9 NA 0.768738531567476
RTN1 14 NA 0.604562811147366
ABI1 10 NA 0.768792475098434
TDRD1 10 NA 0.768792475098434
DAZAP2 12 NA 0.768792475098434
ORAI3 16 NA 0.768792475098434
OR1D5 17 NA 0.768792475098434
ZNF625 19 NA 0.768792475098434
PRKAA2 1 NA 0.768792475098434
RABGGTB 1 NA 0.768792475098434
SDC4 20 NA 0.768792475098434
TRIB2 2 NA 0.768792475098434
BDH1 3 NA 0.768792475098434
RPL29 3 NA 0.768792475098434
MYOZ3 5 NA 0.768792475098434
ADO 10 NA 0.76896828759932
BTRC 10 NA 0.76896828759932
CPN1 10 NA 0.76896828759932
TP53I11 11 NA 0.76896828759932
EPYC 12 NA 0.76896828759932
LUM 12 NA 0.76896828759932
METTL1 12 NA 0.76896828759932
FLVCR2 14 NA 0.76896828759932
OR4Q2 14 NA 0.76896828759932
EIF4A1 17 NA 0.76896828759932
DDA1 19 NA 0.76896828759932
OR7C2 19 NA 0.76896828759932
C1orf186 1 NA 0.76896828759932
NPPA 1 NA 0.76896828759932
ZNF697 1 NA 0.76896828759932
FIGN 2 NA 0.76896828759932
MRPL44 2 NA 0.76896828759932
POPDC2 3 NA 0.76896828759932
SLC26A6 3 NA 0.76896828759932
GZMA 5 NA 0.76896828759932
PRR7 5 NA 0.76896828759932
SMIM19 8 NA 0.76896828759932
EIF2AK4 15 NA 0.571244448121099
GXYLT2 3 NA 0.597466224430138
TSGA10IP 11 NA 0.642979463302129
HEYL 1 NA 0.577874709312441
DZIP1L 3 NA 0.568162094224267
KCNK17 6 NA 0.882581299062996
IGLL5 22 NA 0.570012947005337
UPK2 11 NA 0.770024287251823
USP34 2 NA 0.814857318926462
PMP22 17 NA 0.611575946662374
OR10AD1 12 NA 0.597260987748551
C22orf46 22 NA 0.770358506683505
KBTBD3 11 NA 0.770418778585865
B3GNT4 12 NA 0.770418778585865
OR3A3 17 NA 0.770418778585865
GUCA2A 1 NA 0.770418778585865
TRNAU1AP 1 NA 0.770418778585865
TPST2 22 NA 0.770418778585865
PNO1 2 NA 0.770418778585865
SCRG1 4 NA 0.770418778585865
ENC1 5 NA 0.770418778585865
ZNF474 5 NA 0.770418778585865
GTF2H4 6 NA 0.770418778585865
NAT2 8 NA 0.770418778585865
RPL8 8 NA 0.770418778585865
AP1AR 4 NA 0.770570189552994
C17orf99 17 NA 0.840833891155146
CHGA 14 NA 0.574868219678464
PACS2 14 NA 0.94890744897425
NEO1 15 NA 0.591761359259972
LRRC7 1 NA 0.844923841624538
ATP1A4 1 NA 0.560913708983468
PSD 10 NA 0.871368897691209
ZFHX2 14 NA 0.754167216981402
USP18 22 NA 0.736243541365582
TMEM258 11 NA 0.771808474659078
DPP4 2 NA 0.576833168237946
AHRR 5 NA 0.817044162567522
STMN4 8 NA 0.772273541248666
ADAP1 7 NA 0.612420566059161
PFN4 2 NA 0.614978558642088
ABHD4 14 NA 0.614366092219263
FABP9 8 NA 0.772476657418201
PEBP1 12 NA 0.772484474147524
ZNF517 8 NA 0.796578814174253
TULP1 6 NA 0.765042495459579
MUC5B 11 NA 0.584078818662302
DCAF13 8 NA 0.749223672247135
S100P 4 NA 0.772831082908514
DTNB 2 NA 0.87068656470788
CLCN2 3 NA 0.578047380366656
SNAP29 22 NA 0.772911133043145
CPSF2 14 NA 0.7729317087494
HNRNPUL2 11 NA 0.574854620770416
HNRNPUL2-BSCL2 11 NA 0.574854620770416
TBX10 11 NA 0.611158606062284
ELAVL1 19 NA 0.773039695770632
ZNF473 19 NA 0.59404459074011
MYO7B 2 NA 0.571134351596646
FCGR3A 1 NA 0.57713408789358
CHRNA6 8 NA 1
TMEM198 2 NA 0.572318460375045
TATDN2 3 NA 0.586468833315826
NBPF15 1 NA 0.618370902473114
C21orf58 21 NA 0.578206227937488
VTCN1 1 NA 0.622390889135836
HAPLN3 15 NA 0.593189676914167
HTR2A 13 NA 0.773828224542053
SIRT4 12 NA 0.608934109066463
TTC9 14 NA 0.575997534036785
ZFYVE1 14 NA 0.641862884255918
CATSPERG 19 NA 0.602394360806112
TPPP2 14 NA 0.726032490470067
IGFBP6 12 NA 0.615118666038853
ZSCAN31 6 NA 1
SLC3A2 11 NA 0.604483905770347
PLK1 16 NA 0.644947778739815
TMEM177 2 NA 0.757657500716638
HSPB2 11 NA 0.608188091231209
IFNA16 9 NA 0.592931347075408
TLDC1 16 NA 0.754975523294125
MYO7A 11 NA 0.562879473381469
GIMAP8 7 NA 0.811882829697613
TMEM213 7 NA 0.584587992937031
FAM114A2 5 NA 0.583552735914375
RC3H2 9 NA 0.596016113266529
HDGFL1 6 NA 0.77625206260766
PET100 19 NA 0.776433825688578
HSPB2-C11orf52 11 NA 0.609026229394385
CLPS 6 NA 0.776457769292016
C19orf57 19 NA 0.951359494907572
NRIP2 12 NA 0.776661054412001
LSM14A 19 NA 0.63357194362649
TRBV6-9 7 NA 0.776757585375323
ARHGAP18 6 NA 0.594955169486628
MVD 16 NA 0.641197980217103
FKBP5 6 NA 0.852471397936531
RAB3GAP1 2 NA 0.610417981469628
KRT35 17 NA 0.572235684699232
FBXW8 12 NA 0.984984646479871
DDX10 11 NA 0.591610199056045
DEFA4 8 NA 0.585027763095329
PCDH18 4 NA 0.604877073584155
PGLYRP2 19 NA 0.831429093256477
EXD3 9 NA 0.598236570094276
ALOX15B 17 NA 0.801728195343715
CCDC36 3 NA 0.787605740452964
HSP90AB1 6 NA 0.744758414678389
HSPA1L 6 NA 1
RPS27 1 NA 0.778616204615978
OR2W3 1 NA 0.590478497483398
OR4D9 11 NA 0.838203158824844
LRFN5 14 NA 0.759256509852225
TFR2 7 NA 0.588841681635575
SNRNP200 2 NA 0.627087105137435
KCTD19 16 NA 1
CHD9 16 NA 0.585890015034146
RALGPS1 9 NA 0.779816158608005
PXMP4 20 NA 0.590567381455964
IMPG1 6 NA 0.83645466269424
IGSF8 1 NA 0.780117662259596
SPATA6L 9 NA 0.607815628849653
SH3BP4 2 NA 0.591226969784692
SPINT1 15 NA 0.584221929708155
MFSD11 17 NA 0.621596025453391
TMC6 17 NA 0.586184110646719
SRI 7 NA 0.743845712988944
DUSP23 1 NA 0.652144889029884
KIDINS220 2 NA 0.65789502191628
CES1 16 NA 0.589235136168889
TXNDC9 2 NA 0.600788853361276
DCAF5 14 NA 0.601393592903666
TBC1D7 6 NA 0.612528976459383
PNKD 2 NA 0.647599399993869
ZNF844 19 NA 0.616154519888839
IGFL3 19 NA 0.657873628119154
PRSS54 16 NA 0.590392640663614
ADAMTS8 11 NA 0.593371540315705
BTD 3 NA 0.583671613308748
FRAT2 10 NA 0.630175805412804
GRK4 4 NA 0.623149646724912
RHBDD3 22 NA 0.989284929101685
SSX2IP 1 NA 0.782504881840678
KRTAP4-12 17 NA 0.782549133961612
CDC25A 3 NA 0.8441143082646
SNX33 15 NA 0.593295711959027
TTC8 14 NA 0.6148591285201
ATP13A4 3 NA 0.810485839650096
WNT10A 2 NA 0.813468011869216
POU4F2 4 NA 0.604239282954073
TRHR 8 NA 0.612149046210489
KAT6A 8 NA 0.642997575799948
PNMT 17 NA 0.595371395844921
SERPINA11 14 NA 0.626584289515879
PCDHAC1 5 NA 0.627729076206719
U2AF1L4 19 NA 0.597541263574568
ATP8B4 15 NA 0.882560579698808
UBOX5 20 NA 0.624421104193637
PAFAH1B2 11 NA 0.783951691866144
SLC22A11 11 NA 0.87603808617944
AKR1C4 10 NA 0.783960656259619
FAM150B 2 NA 0.594053648704049
TRPM8 2 NA 0.764316836625802
CDKAL1 6 NA 0.876709591721319
PICK1 22 NA 0.784415350737915
FBXO46 19 NA 0.613565834548242
KPTN 19 NA 0.708092173514862
OPRD1 1 NA 0.731208676182105
PLCD3 17 NA 0.816788244438566
SNTG1 8 NA 0.581844909578332
ZC3H14 14 NA 0.619733535751257
ZNF354B 5 NA 0.589155249365848
UNC93A 6 NA 0.5960121928613
IKBKAP 9 NA 0.607558319444426
NT5M 17 NA 0.601044896933988
TM4SF20 2 NA 0.833463243224987
TRIB3 20 NA 0.667856321224445
SLC39A7 6 NA 0.938841809633149
INMT-FAM188B 7 NA 0.785363036255851
ARMC7 17 NA 0.588626606339817
SPEN 1 NA 0.575377377654173
TRAPPC12 2 NA 0.801481445951902
AOAH 7 NA 0.759737171744351
VPS16 20 NA 0.587666031458403
CCNT1 12 NA 0.618633273662134
NT5DC3 12 NA 0.594978549196576
BUB1B 15 NA 0.622223019210214
ITIH1 3 NA 0.59503062019805
CEP104 1 NA 0.604987266229967
ZNF70 22 NA 0.596011050422986
LRP5L 22 NA 1
ANG 14 NA 0.62620620929949
FKBP9 7 NA 0.642121106346993
QRSL1 6 NA 1
PKDCC 2 NA 0.786866220358384
SMARCAD1 4 NA 0.787032699289369
R3HCC1 8 NA 0.612635107200135
UBD 6 NA 0.754187421645337
FARS2 6 NA 0.847337179761174
IQCH 15 NA 0.993116085866118
CYP3A5 7 NA 0.671378827722021
BCL2L12 19 NA 0.787697093984401
SYNDIG1 20 NA 0.596345195738564
GRXCR1 4 NA 0.787760313493778
CHST5 16 NA 0.612928440396726
ARHGEF33 2 NA 0.636984809755201
SLC39A6 18 NA 0.596425266194166
SV2C 5 NA 0.607409391275266
ZNF117 7 NA 0.788113785483106
HP1BP3 1 NA 0.788115558874772
ELAC1 18 NA 0.625733382874653
TAF2 8 NA 0.942922089940061
SLAMF8 1 NA 0.894143482376455
LRRC32 11 NA 0.612960718608742
GML 8 NA 1
PKDREJ 22 NA 0.894151320997166
NUP107 12 NA 0.587163410217353
MCPH1 8 NA 0.574779058772451
MBOAT7 19 NA 0.89254055639882
PDZK1 1 NA 0.613911293445438
OR10J5 1 NA 0.59863600793736
ZNF493 19 NA 0.669184310024932
TSPAN15 10 NA 0.590714360858963
MMP1 11 NA 0.789119682197184
CD300LD 17 NA 0.874367115637235
FUT6 19 NA 0.784765689493469
ARRDC1 9 NA 1
SMN2 5 NA 0.789323315912015
ACO1 9 NA 0.892714565403954
FBXL19 16 NA 0.630445066343883
RGS22 8 NA 0.606375257194412
PIEZO2 18 NA 0.929086683010199
HOXC13 12 NA 0.789705262876044
C10orf113 10 NA 0.789711087606883
MAP3K9 14 NA 1
ZNF74 22 NA 0.627962295570279
IFT27 22 NA 0.598960241559996
OSBPL9 1 NA 0.836840511277055
PPP2R2C 4 NA 0.895209966547257
CASZ1 1 NA 0.819769139930477
HMGXB3 5 NA 0.898936094025202
POPDC3 6 NA 0.857883033174296
CNTN6 3 NA 0.666508866382247
ARID5A 2 NA 0.599558695862701
ZFP36 19 NA 0.75493884337111
CLIC5 6 NA 0.77517437761352
PREX1 20 NA 0.594934912998152
PLD2 17 NA 0.615529964798389
ASB5 4 NA 0.76518637240666
TBC1D10A 22 NA 0.624012510325416
GPCPD1 20 NA 0.791427782207727
TRMT1 19 NA 0.852732838154238
TNFRSF6B 20 NA 0.60379799002418
CCND1 11 NA 0.791864178922196
LIMD1 3 NA 0.64185907371316
DMRT1 9 NA 0.633546577446843
LGMN 14 NA 0.590248170465634
THSD4 15 NA 0.59483936644047
SC5D 11 NA 0.904631055840957
C8orf33 8 NA 0.79280432441897
PCDHA2 5 NA 0.782175012826681
C3 19 NA 0.594717875604091
FBRS 16 NA 0.629512796223533
NRG1 8 NA 0.595644660855641
TRBV7-8 7 NA 0.793288698493338
ZFYVE21 14 NA 0.867431898072845
CCDC136 7 NA 0.805344020793327
TIAF1 17 NA 0.717845895142882
BTN2A2 6 NA 0.732256478807985
CCDC50 3 NA 0.793912217720032
MAP3K10 19 NA 0.658926869490009
STOML1 15 NA 0.810557944627062
NLRP1 17 NA 0.601210289675362
CAMK1 3 NA 0.621973010030275
TAF4B 18 NA 0.624519167921448
PMEL 12 NA 0.832621725694487
C9orf72 9 NA 0.794310235190317
SASS6 1 NA 0.637261540262739
OR5A1 11 NA 0.612486351741336
GP6 19 NA 0.732999833111527
RUSC1 1 NA 0.607071616892473
PDE6C 10 NA 0.601043548702417
CLSTN1 1 NA 1
ACSS3 12 NA 0.794720924241262
ERCC5 13 NA 0.615829384697838
SMCR8 17 NA 0.783600998549
MECOM 3 NA 1
MMP2 16 NA 0.800633735245937
UGT1A9 2 NA 0.601475406829047
CCDC168 13 NA 0.997876583677006
TLE1 9 NA 0.607484310088463
ELP2 18 NA 0.758904708229945
ZNF710 15 NA 0.623635964721899
TNFSF9 19 NA 0.630695472499244
AGFG2 7 NA 0.795709707928521
TRAPPC4 11 NA 0.596422562454334
KRT33A 17 NA 0.7107986510289
BAG5 14 NA 0.603656430242228
HHIP 4 NA 0.706783369617784
KIFC2 8 NA 0.752284489102074
CPSF1 8 NA 0.617911621269976
PODXL2 3 NA 0.863756668779505
DOK3 5 NA 0.757362424699077
IFI44 1 NA 0.598334207208127
TCF4 18 NA 0.639060315374891
HOXB1 17 NA 1
IGKV1-8 2 NA 0.746173848456574
PRR16 5 NA 0.935442286697932
CYP21A2 6 NA 0.661270430442518
AKR1C3 10 NA 0.797025038825409
COL25A1 4 NA 0.671176699362583
PHF21B 22 NA 0.821033878255726
C16orf95 16 NA 0.669385422480422
DYRK3 1 NA 0.635460671711702
ZNF232 17 NA 0.635363510543003
NRG2 5 NA 0.737031405951537
LRP4 11 NA 0.601751193374073
MGARP 4 NA 0.612594292997604
TNFRSF10A 8 NA 0.815374256525345
TMEM139 7 NA 0.855235819786609
H6PD 1 NA 0.6121748774058
PAFAH2 1 NA 0.750246799074439
RDH13 19 NA 0.858144005597205
NSUN6 10 NA 0.601426884089147
TRBV23-1 7 NA 0.805532453144158
HLA-DQA1 6 NA 0.648801244500184
CLDN24 4 NA 0.758208798515111
NPAS2 2 NA 0.695728047868011
IDH3A 15 NA 0.610575291646173
FZD5 2 NA 0.637815280729601
FAM230A 22 NA 0.925831188667813
CNPY1 7 NA 0.798405210528018
DUSP7 3 NA 0.798471908442541
ALPPL2 2 NA 0.623745129388715
CSDE1 1 NA 0.798748122063733
GBX2 2 NA 0.798764001552125
SETD2 3 NA 0.589358319249939
LY75 2 NA 0.705881272439522
PITPNM2 12 NA 0.700891934460386
PLIN5 19 NA 0.662484083931236
DYRK2 12 NA 0.629865526977139
SIM2 21 NA 0.607966455102884
TOR1A 9 NA 0.802907482842358
THEMIS 6 NA 0.625943154782062
KRTAP6-3 21 NA 0.799593389108725
PRG3 11 NA 0.772012045634709
CREM 10 NA 0.742167859998723
GALR2 17 NA 1
AGRN 1 NA 0.593555016219589
SEMA7A 15 NA 0.659587183699713
ETFB 19 NA 0.620940622007906
TCERG1L 10 NA 0.616017022169209
TRIM39-RPP21 6 NA 0.684008930153756
RAP1GAP 1 NA 0.640792235358131
MTMR14 3 NA 0.620544828195371
SPDL1 5 NA 0.611293099226115
PXMP2 12 NA 0.627159150107397
RASSF8 12 NA 0.732598395400179
TRBV10-2 7 NA 0.631556065122583
DGKQ 4 NA 1
YIPF5 5 NA 0.801448943368535
PNKP 19 NA 0.626288570668107
THAP6 4 NA 0.801617579260562
DTWD2 5 NA 0.646251857026989
TNRC6B 22 NA 0.877705288593133
ABHD15 17 NA 0.798774431802561
MRPS23 17 NA 0.637834853104101
MYH2 17 NA 0.942278870452478
ARHGAP20 11 NA 0.698093014300146
SLC26A11 17 NA 0.944380996527957
GH2 17 NA 0.833035830423149
SKIV2L 6 NA 0.606605896238064
RBM38 20 NA 0.636259290064527
ICA1L 2 NA 1
OSBPL10 3 NA 0.649903488586014
LRRC37A3 17 NA 0.652358646797297
SIPA1L2 1 NA 0.610377084072916
MAGEL2 15 NA 0.611668423431333
MARCH4 2 NA 0.606733683502218
SORCS3 10 NA 0.621157345014863
MTNR1A 4 NA 0.680356936988046
SYNJ1 21 NA 0.606839171346948
ATF7IP2 16 NA 0.637534794410699
HTR6 1 NA 0.680720832918603
COPZ2 17 NA 0.640408543842586
TRPM1 15 NA 0.740078728058168
KIAA0754 1 NA 0.929643235175673
LRRIQ3 1 NA 0.618947627007624
SLC25A18 22 NA 0.657762593745602
ZFP30 19 NA 0.671614332200518
ITGAE 17 NA 0.648060778881134
TRAJ9 14 NA 0.804610130268337
TRAV27 14 NA 0.804610130268337
LY75-CD302 2 NA 0.70785128711928
TMEM114 16 NA 0.641410824709445
KRT25 17 NA 0.66071040199417
KRTAP9-1 17 NA 0.804813292216971
SHKBP1 19 NA 0.729645859376802
NFATC2 20 NA 0.666525742959551
MATN2 8 NA 1
EPHX1 1 NA 0.640661593456725
IGHD 14 NA 0.689844187951583
TMEM163 2 NA 0.608913065560756
BRIP1 17 NA 0.623015860142984
BSCL2 11 NA 0.62619242132159
SUSD3 9 NA 0.805569470466383
KLHL8 4 NA 1
CD74 5 NA 0.631887735588457
IFNL3 19 NA 0.621889477146305
CNTN4 3 NA 0.606164709069303
TRPM6 9 NA 0.616576942912683
TES 7 NA 0.631849663966284
OR2AP1 12 NA 0.897275899482477
NPCDR1 3 NA 0.806188358721714
DLX6 7 NA 0.666214596738087
NCOR2 12 NA 0.608281027657372
PRKAR1B 7 NA 0.658439854415157
NUAK2 1 NA 0.631697706505565
LCE1A 1 NA 0.806921499074402
RNF19A 8 NA 0.807040020007744
CORO2A 9 NA 0.639918306778201
CLUAP1 16 NA 0.652099829786361
THEM6 8 NA 0.807184705667576
SERPINB13 18 NA 0.655433532305468
DEFB126 20 NA 0.807378116617216
GNPDA2 4 NA 0.80741556410342
OCA2 15 NA 0.837334548640097
ZMIZ1 10 NA 0.80752615527843
IKBIP 12 NA 0.791565440457436
BFSP1 20 NA 0.766448590468191
SLC15A5 12 NA 0.807634539029959
MSANTD2 11 NA 0.641606846648818
C1orf195 1 NA 0.621427933626974
OTOP3 17 NA 0.775148166457726
GLTSCR1L 6 NA 0.655320380218432
TBPL2 14 NA 0.825165857126841
INSC 11 NA 0.613753154908298
SCARB2 4 NA 0.638955566604742
ZNF471 19 NA 0.734646040216096
HR 8 NA 1
SOX17 8 NA 1
PCDHGA11 5 NA 0.620684535984335
TBC1D9B 5 NA 0.695984681734678
ATP11A 13 NA 0.834151057233527
NLRC3 16 NA 0.833830943291788
GGT6 17 NA 1
NEUROG3 10 NA 0.654751796454198
GAB1 4 NA 0.660832885397144
GP5 3 NA 0.80966717691874
VPREB1 22 NA 0.809781814387164
RGPD1 2 NA 0.809823680194401
STMND1 6 NA 0.809904443711288
FAM185A 7 NA 0.810049383943105
BDH2 4 NA 1
ICMT 1 NA 0.810529889457472
TMEM183A 1 NA 0.854595204481041
LDHB 12 NA 0.637751669737011
MRPS16 10 NA 0.810642746293516
ROCK2 2 NA 0.810746381338167
PIP4K2C 12 NA 0.810780190825086
FAM122A 9 NA 0.810783162891389
ZNF528 19 NA 0.626756036914553
VGLL3 3 NA 0.645084946767716
COMP 19 NA 0.811363561705539
RFFL 17 NA 0.811550358222163
MAML2 11 NA 0.620087856769786
NUP155 5 NA 0.709437787935092
CANX 5 NA 0.645639555049019
HRG 3 NA 0.679911410288948
TMCO4 1 NA 0.62360770725572
DCP2 5 NA 0.922852580576587
BTNL8 5 NA 0.645879138031779
CACNA1C 12 NA 0.621770262725868
EPSTI1 13 NA 0.626029200450178
ZNF100 19 NA 1
TYMP 22 NA 0.619300151576463
HCK 20 NA 0.650429258451302
PHF20 20 NA 0.651876429143576
DDHD1 14 NA 0.646626287926391
ALDH1A2 15 NA 0.812998400621676
ITPK1 14 NA 0.815573730068014
MRPL21 11 NA 0.665029684014036
TUBE1 6 NA 0.644093061811159
MKRN1 7 NA 0.880132630206567
TARS2 1 NA 0.688792152984921
FKBP10 17 NA 0.627429885110419
PANX2 22 NA 0.639031127996873
GPD1 12 NA 0.781034448383324
TGFBRAP1 2 NA 0.645639549404552
KRTAP13-1 21 NA 0.814311678515734
GCGR 17 NA 0.640184158686204
GBGT1 9 NA 0.636985466507605
GLB1L2 11 NA 0.73989518252273
TCEANC2 1 NA 0.804357143581113
HSD17B1 17 NA 0.639631065033847
MICALCL 11 NA 0.689001152987653
SLC5A2 16 NA 0.661133637136712
SLC4A1 17 NA 0.875453221793827
FCAR 19 NA 0.675901210901038
MBD1 18 NA 0.66031360593854
LTBP4 19 NA 0.617487347831632
KIAA0895 7 NA 0.895192856616874
LRP10 14 NA 0.639859052509876
PPP1R3A 7 NA 0.713355085193328
RASGRF2 5 NA 0.62447007227102
HSPBP1 19 NA 0.815430982554281
B4GALT3 1 NA 0.815512514198624
MARS 12 NA 0.739249942304095
OTUD1 10 NA 0.657480183377559
LRRC9 14 NA 0.656859476258731
PARK2 6 NA 0.640145668511197
RFPL3 22 NA 0.625084941610273
CDYL 6 NA 0.742910635026411
ERP44 9 NA 0.815932488052368
TP53INP2 20 NA 0.81601190788935
OGDHL 10 NA 0.747224095553574
CLINT1 5 NA 0.81614423663035
YARS2 12 NA 0.816326445307839
MLKL 16 NA 0.623256747032053
TRPV1 17 NA 0.631942218706482
APOBEC1 12 NA 0.816541418529557
SLC25A48 5 NA 0.633897412104277
PC 11 NA 0.698931320942332
CEP350 1 NA 0.917801563268413
OR7G1 19 NA 0.659284232259484
FGG 4 NA 0.727927739445103
IGKV1OR2-108 2 NA 0.619225925122373
PRIMPOL 4 NA 0.845478862415452
PDCD2L 19 NA 0.817501961702485
THRSP 11 NA 0.817512969993509
C9orf129 9 NA 0.768920174319884
LZTS1 8 NA 0.642744290383201
SLC4A11 20 NA 0.930533575677996
MARCH8 10 NA 0.648568357334385
ZMYM6 1 NA 0.869338064580971
FAM83F 22 NA 0.782099243796895
PDHX 11 NA 0.624855268842875
MFAP5 12 NA 0.818111504982331
SPNS3 17 NA 0.665700278544925
ZNF442 19 NA 0.680279706769394
TXNIP 1 NA 0.782056624202924
IL23R 1 NA 0.658262697196573
ZNF879 5 NA 0.656810349334986
