Gene Start (bp)	Associated Gene Name
65004293	RASSF3
11994262	PLOD1
2714565	DIRAS1
177664619	COL23A1
53431728	ZNF321P
2717767	AC006538.4
99120235	ANKS1B
8019943	AC006042.8
53517174	ERVV-1
53547991	ERVV-2
8153655	AC006042.6
8194566	AC007009.2
46726772	TRMU
8301863	AC007009.1
148678216	TMEM185A
104197912	AMY1A
132552534	C2orf27B
8301894	AC007128.1
125247702	OSBPL11
2732202	SLC39A3
24563262	PCK2
241624478	AC011298.1
104331635	GRIN3A
132905164	ANKRD30BL
241631262	AQP12A
94750042	ATOH1
2754712	SGTA
104353897	PPP3R2
55753622	CTC-236F12.4
73741815	NUMB
55807394	AC022431.2
53569859	ZNF160
51324609	PYGL
105757593	CYLC2
31254928	TMEM98
15004298	CPEB2
16472912	NPIPA7
57204456	AASDH
56111401	MAP3K1
155579979	MSTO1
39078281	MAP4K1
140044261	WDR55
17195626	XYLT1
125495036	CHEK1
104230037	AMY1B
140050379	DND1
133174147	GPR39
95128762	SMARCAD1
8343371	RP4-594A5.1
8978417	AC009500.2
65090189	AC025262.1
33342268	MAK16
53551447	CSAD
3186521	TSPAN9
77371041	RSF1
79252289	RASGRF1
42669157	KCNG3
92234235	CDK6
33405273	RNF122
41196312	BRCA1
69215703	RP11-664D7.4
88894366	AC092384.1
241653181	KIF1A
169983619	LRP2
2785458	THOP1
53611132	ZNF415
33448856	DUSP26
104293028	AMY1C
76170160	TK1
3490515	PRMT8
92728829	SAMD9
88922628	TRAPPC2L
65107225	GNS
106856541	SMC2
107599267	PRMT6
121547985	SNTB1
15341442	C1QTNF7
23749786	STK31
53103349	POM121L12
69242957	C8orf34
18411799	NPIPA8
77532155	AAMDC
79575146	ANKRD34C
122624356	HAS2
14843205	EMR2
133402426	LYPD1
123793633	ZHX2
92759368	SAMD9L
9123652	RP4-668E10.2
54610018	VSTM2A
79603404	TMED3
9634247	AC079756.1
9654608	GAPDHP68
88928034	PABPN1L
9673900	AC096553.5
42721709	MTA3
9765870	AC060834.2
18451943	NPIPA7
9776951	AC060834.3
1173853	BHLHA9
9890553	GS1-69O6.1
148769894	MAGEA11
10000651	AC006373.1
16318856	TRPV2
1182957	TUSC5
10262424	U3
140052758	HARS
10490938	HSPA8P8
10516208	AC009945.4
79724858	KIAA1024
10742303	AC004535.2
54819943	SEC61G
10941605	Y_RNA
10980050	RP5-855F16.1
11046026	AC005007.3
11221359	AC004538.3
2819872	ZNF554
80125927	MTHFS
35092975	UNC5D
77589766	INTS4
178029665	CLK4
1247566	YWHAE
107266455	OR13F1
107288534	OR13C4
80137537	ST20-MTHFS
125648118	ALG1L
107298030	OR13C3
124025404	DERL1
80191182	ST20
107331449	OR13C8
104710541	C14orf144
20191872	MATN3
133429374	NCKAP5
35899091	KIAA0319L
107360650	OR13C5
80215113	C15orf37
107366924	OR13C2
80215507	C15ORF37
104941015	TMEM179
3715799	EFCAB4B
107379529	OR13C9
31784012	MSH5
107682629	NTNG1
80253231	BCL2A1
107456660	OR13D1
107683074	COL4A5
88941266	CBFA2T3
107509969	NIPSNAP3A
47185848	ARFGAP2
148855726	HSFX1
178138593	ZNF354A
92817899	HEPACAM2
125687987	ROPN1B
107526438	NIPSNAP3B
56205087	SETD9
148863584	MAGEA9
40163400	NKIRAS2
149009941	MAGEA8
76721795	WDR41
105046021	C14orf180
18511182	NOMO2
12040238	MFN2
53846362	CHDH
95219686	HPGDS
51338878	ABHD12B
80351910	ZFAND6
129204342	LAMA2
53880607	IL17RB
57259528	PPAT
76183398	AFMID
155093369	PLCH1
107543283	ABCA1
39109735	EIF3K
53627325	ZNF347
1323983	CRK
77726761	KCTD14
77728017	NDUFC2-KCTD14
77774907	THRSP
15471489	CC2D2A
128594948	TNPO3
53662466	ZNF665
133874577	AC011755.1
77779350	NDUFC2
125541417	ACRV1
184079506	POLR2H
11297308	NPM1P11
11446582	AC004160.4
11859943	AC073109.2
134877554	MGAT5
32808494	PSMB8
53731577	ZNF677
24583404	DCAF11
178286954	ZNF354B
2841433	ZNF555
31297394	SPACA3
34359896	PHF20
108113782	VAV3
12510978	AC013470.6
46756731	CELSR1
12530721	TAS2R2P
39138289	ACTN4
12536055	AC005281.1
124054208	TBC1D31
2867333	ZNF556
178322895	ZFP2
114190058	ZDHHC6
20232411	LAPTM4A
47199076	PACSIN3
2900896	ZNF57
241807896	AGXT
77811982	ALG8
56215429	MIER3
5903580	ANKRD16
105155943	INF2
2933216	ZNF77
46971909	GRAMD4
35649365	AC012215.1
89006197	RP11-830F9.6
53761545	VN1R2
32811913	PSMB9
36023074	NCDN
53769929	VN1R4
53792856	BIRC8
42989642	OXER1
92861653	CCDC132
55086714	EGFR
65174589	TBC1D30
2977444	TLE6
53837002	ZNF845
178368192	ZNF454
42994229	HAAO
108006903	SLC44A1
70378859	SULF1
135213330	TMEM163
47080308	CERK
53868946	ZNF525
89154783	ACSF3
12545633	AC013470.8
12609751	AC005281.2
12693804	AC011891.5
178405328	GRM6
12725262	CTD-2320J21.1
12740383	SNORA64
12916309	RN7SKP228
32812986	TAP1
12962170	RBMX2P4
13141016	AC011288.2
149097745	CXorf40B
125616188	PATE1
13378826	AC006000.5
13893980	AC005019.3
80444832	FAH
13911481	AC005019.2
36641842	KCNU1
12079523	MIIP
178450753	ZNF879
125646008	PATE2
47236493	DDB2
125658006	PATE3
31340105	ASIC2
125703211	PATE4
108676658	SLC25A24
89238175	CDH15
241825465	C2orf54
37553269	ZNF703
125753509	HYLS1
53893046	ZNF765
33839844	PDCD6IP
80637195	RP11-210M15.2
14050294	Y_RNA
14110160	RPL6P21
178487416	ZNF354C
14230420	EEF1A1P26
14815031	AC006150.2
14853756	AC006150.1
15025003	AC006045.3
114206756	VTI1A
37592279	RP11-863K10.7
15105832	AC006458.3
15707572	AC005550.3
47158518	TBC1D22A
125763381	PUS3
125725198	SLC41A3
108210077	FSD1L
39220827	CAPN12
53970989	ZNF813
12123434	TNFRSF8
178537852	ADAMTS2
20400558	SDC1
108765963	NBPF4
3900213	PARP11
191046866	CCDC50
80696692	ARNT2
15728003	AC005550.4
15728700	AC005550.5
89262406	SLC22A31
15741057	RPL36AP26
15880922	AC006041.1
77882295	KCTD21
2997636	TLE2
125773271	DDX25
24323782	NPY
57276682	AC068620.1
57644564	GPR56
65444406	WIF1
89284118	ZNF778
241858202	AC104809.3
95373037	PDLIM5
48473574	CCDC51
37594117	ERLIN2
5931535	FBXO18
31784084	MSH5-SAPCD1
34541539	SCAND1
39261611	LGALS7
47260853	ACP2
16127152	RP11-196O16.1
39279851	LGALS7B
16128696	AC006035.1
16248570	RPL36AP29
24612887	MPP6
16250113	ISPD-AS1
108320411	FKTN
77899858	USP35
57301907	PAICS
31806876	SAPCD1
16344891	FAM211A
16510809	GS1-166A23.1
108918421	NBPF6
16623407	AC005014.5
32581900	AC005549.3
16633253	GS1-166A23.2
155459933	AC104472.1
34556512	CNBD2
36038971	TFAP2E
1367392	MYO1C
51441980	TRIM9
129897277	ARHGAP18
155480401	C3orf33
36067185	PSMB2
108424738	TAL2
16454701	ZNF287
12227060	TNFRSF1B
13350145	AL138764.1
36179476	C1orf216
32582304	CCL2
108456825	TMEM38B
31809667	VWA7
89334038	ANKRD11
80972025	ABHD17C
4382938	CCND2
70521584	ITGB1BP2
16735496	AC073333.8
16524051	ZNF624
109102711	FAM102B
48481667	TMA7
18792617	RPS15A
47857048	LL22NC03-75H12.2
24737972	DFNA5
53574484	ZNF740
77926343	GAB2
48885272	FAM19A5
149529689	MAMLD1
128784712	TSPAN33
57333081	SRP72
39292311	LGALS4
48934712	CTA-299D3.8
18799385	RP11-1035H13.3
109190912	HENMT1
109625378	ZNF462
36185819	CLSPN
14903302	OR7A5
53901093	ACTR8
18802991	ARL6IP1
48488114	ATRIP
14909958	OR7C1
149737069	MTM1
14951760	OR7A10
40177594	ZNF385C
31821595	VARS
14991138	OR7A17
15606162	FBXL5
15052301	OR7C2
178977559	RUFY1
54024235	ZNF331
34679426	EPB41L1
155629237	YY1AP1
107965300	RP6-24A23.6
53585102	ITGB7
109685630	RP11-508N12.4
20448452	PUM2
39306062	ECH1
107975712	IRS4
15060846	SLC1A6
73945189	HEATR4
108616135	GUCY2F
114710009	TCF7L2
109234945	PRPF38B
110045418	RAD23B
99218081	MMS19
124191200	FAM83A
4430371	C12orf5
13359424	SEPHS1
74003818	ACOT1
89334512	AC137932.1
15121556	CCDC105
49808176	C22orf34
108779010	NXT2
51706880	TMX1
53918437	SELK
15160195	CASP14
15197791	OR1I1
108866929	KCNE1L
4477393	FGF23
16889581	RP11-455J15.1
16903891	RAD17P1
16928245	AC098592.6
16977849	AC098592.7
4537321	FGF6
17072713	AC098592.8
37620111	PROSC
15218214	SYDE1
89557325	SPG7
17319458	AC003075.4
125825691	CDON
109255279	FNDC7
110247133	KLF4
81071684	KIAA1199
65563351	LEMD3
110539471	AL162389.1
111616871	ACTL7B
19556979	AEBP2
111624603	ACTL7A
4596894	C12orf4
12290124	VPS13D
108867473	ACSL4
109289296	STXBP3
16592851	CCDC144A
39308111	AC104534.3
32597240	CCL7
50166931	BRD1
149861435	MTMR1
15225795	ILVBL
36273773	AGO4
74034324	ACOT2
47269851	NR1H3
29519995	UBD
241938255	SNED1
81188532	RP11-351M8.1
155538813	SLC33A1
57371509	ARL9
81239667	MESDC2
17412825	SNORA63
57396775	THEGL
17414491	AC019117.1
17474101	AC019117.2
34756461	AL121895.1
39327028	HNRNPL
17503069	AC017060.1
111629797	IKBKAP
17719173	AC006482.1
18001702	RNMTL1P2
126071993	RPUSD4
18033058	AC080080.1
31841473	LSM2
32612687	CCL11
34824381	AAR2
51955818	FRMD6
170335688	BBS5
35680437	ARPP21
48756522	STON1
50247490	ZBED4
105190523	ADSSL1
18816175	SMG1
31897466	CR759784.1
130152389	TMEM244
57514155	HOPX
76924538	OTP
54102882	CTB-167G5.5
95679119	BMPR1B
54156574	CACNA2D3
36335409	AGO1
43393800	THADA
54135310	DPRX
50293877	ALG12
57702099	GPR97
76986991	TBCA
55433141	LANCL2
70586114	TAF1
31897853	CR759784.2
29552288	OR2H2
89627065	RPL13
34894258	DLGAP4
124232196	C8orf76
31901917	NEU1
128828713	SMO
109358520	AKNAD1
78147007	NARS2
74058410	ACOT4
74077649	ACOT6
32902406	HLA-DMB
70579282	SLCO5A1
124238431	ZHX1-C8ORF76
111696461	FAM206A
126081309	FAM118B
81293295	MESDC1
15270444	NOTCH3
130334844	L3MBTL3
170335990	RP11-724O16.1
81299374	C15orf26
74111578	DNAL1
54296857	NLRP12
124260696	ZHX1
170366212	KLHL41
70850403	AC090574.1
76210267	BIRC5
39358470	RINL
70963886	PRDM14
50311815	CRELD2
78363876	TENM4
4647950	RAD51AP1
20522179	PDE3A
57676026	SPINK2
109417972	GPSM2
126132814	SRPR
96083655	UNC5C
128864864	AHCYL2
111704851	CTNNAL1
77296349	AP3B1
155657751	DAP3
89642176	CPNE7
37641709	GPR124
54369477	MYADM
82443053	FAM181B
3052908	AES
135596117	ACMSD
57728705	CCDC135
242011584	MTERFD2
71021997	NCOA2
81451916	IL16
20848289	SLCO1C1
40253422	DHX58
31907450	SLC44A4
36396319	AGO3
48506445	TREX1
32905141	XXbac-BPG181M17.5
82534544	PRCP
57774075	REST
3094408	GNA11
54382444	PRKCG
15337730	EPHX3
124332090	ATAD2
15683285	FAM200B
111777432	TMEM245
170386259	FASTKD1
50354161	PIM3
109245859	TMEM164
3136191	GNA15
55503749	VOPP1
184089723	THPO
109472130	CLCC1
3172344	S1PR4
57829536	NOA1
35169887	MYL9
56469775	GPBP1
111892573	FRRS1L
15347647	BRD4
37700786	BRF2
12627939	DHRS3
35201891	TGIF2
39369197	SIRT2
93053799	CALCR
111934255	EPB41L4B
32916390	HLA-DMA
35202956	TGIF2-C20orf24
96761239	PDHA2
125822412	ALDH1L1
126138950	FOXRED1
29621355	MOG
3185561	NCLN
98105244	STPG2
35234137	C20orf24
80787311	ZNF750
15704573	BST1
24836158	OSBPL3
82611017	C11orf82
57843888	POLR2B
57769642	KATNB1
74178494	PNMA1
48509197	SHISA5
179041179	HNRNPH1
149934810	CD99L2
80900031	B3GNTL1
81601394	STARD5
12704566	AADACL4
135675805	CCNT2
12776118	AADACL3
112137746	PTPN3
37716136	RAB11FIP1
12806163	C1orf158
18995256	TMC7
36549676	TEKT2
35240721	SLA2
184097861	CHRD
15464196	AKAP8
31924012	EHMT2
109512836	WDR47
89679716	DPEP1
109437414	AMMECR1
76210462	AC087645.1
36554476	ADPRHL2
74181825	ELMSAN1
76227391	TMEM235
82684175	RAB30
36560837	COL8A2
81623558	TMC3
3224701	CELF5
112403068	PALM2
76352864	SOCS3
52292913	GNG2
24590560	RP11-468E2.6
24600484	FITM1
53604354	RARG
89710839	CHMP1A
36602173	TRAPPC3
70752933	OGT
109605108	TAF13
71485677	TRAM1
92524896	ATXN3
12834984	PRAMEF12
109632425	TMEM167B
12851546	PRAMEF1
55861237	SEPT14
112542589	PALM2-AKAP2
99182535	RAP1GDS1
191178952	PYDC2
100041531	FAM71C
55954970	MRPS17
32936437	BRD2
12884468	PRAMEF11
12907261	HNRNPCL1
109589700	GNG5P2
89724210	SPATA33
109648573	C1orf194
55955169	ZNF713
19078921	COQ7
12916941	PRAMEF2
52382863	RP11-463J10.2
24605367	PSME1
12939045	PRAMEF4
52436014	AL358333.1
40265126	KAT2A
109602044	RGAG1
1397865	INPP5K
50432942	IL17REL
12952727	PRAMEF10
71485681	AC120194.1
71520812	RP11-382J12.1
52456193	C14orf166
12976450	PRAMEF7
35280169	NDRG3
135722061	MAP3K19
15779898	CD38
130465460	SAMD3
112542769	AKAP2
105219437	SIVA1
50453552	TTLL8
36621180	MAP7D1
12998181	PRAMEF6
112952328	C9orf152
16593575	RP11-219A15.1
37791799	GOT1L1
56019486	GBAS
89747145	CDK10
54952264	LRTM1
113006091	TXN
37820516	ADRB3
3359561	NFIC
16832849	TNFRSF13B
37887859	EIF4EBP1
82334119	MEX3B
36421836	STAC
82380935	RP11-597K23.2
109917084	CHRDL1
82868030	PCF11
170440850	PPIG
55499743	WNT5A
100422233	UHRF1BP1L
113065801	TXNDC8
50497820	MLC1
57792129	KIFC3
109656301	KIAA1324
13035543	PRAMEF22
124428965	WDYHV1
48757064	STON1-GTF2A1L
13052394	WI2-3308P17.2
19125254	ITPRIPL2
13216356	PRAMEF26
82422571	EFTUD1
74318547	PTGR2
19125324	CTD-2349B8.1
77781038	LHFPL2
71547553	LACTB2
13328196	PRAMEF3
76374721	PGS1
4671370	DYRK4
37962760	ASH2L
126152960	TIRAP
40271692	CTD-2132N18.3
13359819	PRAMEF5
40274756	HSPB9
81037567	METRNL
150148982	HMGB3
39390340	NFKBIB
71581600	XKR9
126164193	RP11-712L6.5
19179293	SYT17
24608174	EMC9
105235686	AKT1
40276994	RAB5C
150345125	GPR50
126173647	DCPS
155719508	GON4L
39399620	CCER2
57896939	IGFBP7
56775846	ACTBL2
242045514	PASK
78073032	ARSB
124510129	FBXO32
82904781	ANKRD42
15937192	FGFBP1
20963636	SLCO1B3
25159710	CYCS
3474405	C19orf77
15961866	FGFBP2
4961	AC108004.5
33615	AC108004.2
171183	RP11-1260E13.1
57749809	PLK2
150564987	VMA21
19297061	CLEC19A
180996	RP11-1260E13.4
13386646	PRAMEF8
170501935	CCDC173
113127531	SVEP1
3490819	DOHH
13421176	PRAMEF9
202429	RP11-1260E13.2
204528	RP11-1260E13.3
35380194	DSN1
254326	AC108004.3
39405906	SARS2
47290712	MADD
99391518	TSPAN5
13447414	PRAMEF13
55542336	ERC2
24612574	PSME2
170550975	PHOSPHO2
100592900	ACTR6
50528308	MOV10L1
191857184	FGF12
13474689	PRAMEF18
406411	RP5-1029F21.3
130686879	TMEM200A
426380	RP5-1029F21.4
15490859	AKAP8L
13495254	PRAMEF16
131148546	SMLR1
109756540	SARS
32971955	HLA-DOA
72109668	EYA1
48555117	PFKFB4
150732094	PASD1
93220885	GNGT1
455806	RP5-1029F21.2
89749028	RP11-368I7.4
104697517	EID3
124657767	KLHL38
89762751	SPATA2L
82555151	FAM154B
184119325	RP11-433C9.2
93514709	TFPI2
82635130	GOLGA6L10
184279572	EPHB3
124693034	ANXA13
25174316	C7orf31
89773542	VPS9D1
78293438	DMGDH
82722223	GOLGA6L9
104849073	CHST11
19421818	TMC5
113431051	MUSK
16945859	MPRIP
39406044	CTC-360G5.8
126225535	ST3GAL4
36753913	DCLK3
82970139	CCDC90B
82821158	RPS17
150863596	PRRG3
39421188	MRPS12
40308909	KCNH4
519242	RP11-411G7.2
560034	RPS4XP17
655900	DBIL5P
184428156	MAGEF1
192514604	MB21D2
15532319	WIZ
15964699	PROM1
170550998	KLHL23
109792641	CELSR2
52471521	NID2
20968608	LST3
76419778	DNAH17
99792835	EIF4E
113635543	LPAR1
192958914	HRASLS
74318674	RP5-1021I20.4
666805	AC087392.1
57832098	CTD-2600O9.1
666805	RP11-676J12.4
692984	RP11-676J12.8
781142	RP11-676J12.6
862274	RP11-356I18.1
885276	AC015884.1
89786808	ZNF276
925716	MIR3183
1085187	AC016292.1
1145233	AC144836.1
1327767	RP11-818O24.3
36868311	TRANK1
114089763	OR2K2
13516066	PRAMEF21
54412589	CACNG7
35405845	SOGA1
150884507	FATE1
13641973	PRAMEF15
56019512	MRPS17
33032346	HLA-DPA1
54466294	CACNG8
3506271	FZR1
129074274	STRIP2
31942047	C2
25264189	NPVF
13668269	PRAMEF14
155829300	SYT11
1420225	PITPNA-AS1
54495542	CACNG6
1507670	RN7SL105P
57917503	CNGB1
13694889	PRAMEF19
26191860	NFE2L3
82930438	GOLGA6L18
13716092	PRAMEF17
56078744	PSPH
36690017	THRAP3
39432044	FBXO17
129142320	SMKR1
83011379	GOLGA6L19
124780696	FAM91A1
13736907	PRAMEF20
131160487	EPB41L2
13801445	LRRC38
5990855	IL15RA
83098710	GOLGA6L20
170648443	SSB
54544079	VSTM1
52734431	PTGDR
39481354	FBXO27
4714110	RP11-500M8.7
35504524	TLDC2
26229547	HNRNPA2B1
13480484	BEND7
155867599	RIT1
38001167	STAR
150906923	CNGA2
129251555	NRF1
13909960	PDPN
36771988	SH3D21
3538259	MFSD12
15562435	RASAL3
83205504	RPS17L
74353320	ZNF410
54573149	TARM1
1519486	snoU13
39574553	PAPL
38020839	LSM1
114122972	KIAA0368
50609160	PANX2
109822178	PSRC1
56119323	CCT6A
1614805	MIR22HG
36787632	EVA1B
135809835	RAB3GAP1
37027357	EPM2AIP1
36789335	RP11-268J15.5
151080981	MAGEA4
53645035	MFSD5
70798261	ACRC
35518632	SAMHD1
54597933	OSCAR
15579456	PGLYRP2
19513015	GDE1
115310596	HABP2
38034051	BAG4
50624344	TRABD
36805225	STK40
3539152	C19orf71
109834987	MYBPHL
48128455	RAPGEF3
99916771	METAP1
83208783	RP11-152F13.10
57787262	GAPT
14026693	PRDM2
4724674	AKAP3
83209620	RP11-379H8.1
58010339	TEPP
53662083	ESPL1
54606036	NDUFA3
192992579	ATP13A5
57837394	CTD-2117L12.1
31943870	ZBTB12
155882834	KIAA0907
33043703	HLA-DPB1
31955270	CR759782.1
52781023	PTGER2
20968673	SLCO1B7
62066976	LPHN3
15619304	CYP4F22
19535133	CCP110
52897308	TXNDC16
38082736	DDHD2
89803957	FANCA
54610320	TFPT
1629042	RP11-961A15.1
114287439	ZNF483
1733135	AC130689.1
58028572	ZNF319
124864227	FER1L6
1761333	AC016292.3
109852192	SORT1
30875961	GTF2H4
126061478	KLF15
31989874	CFB
126293254	KIRREL3
78365540	BHMT2
242088991	PPP1R7
155911480	RXFP4
125324231	TMEM65
1898908	CTD-2545H1.2
58033450	USB1
1921010	AC099684.1
1923246	CTD-2545H1.1
83211951	CPEB1
1946194	RP11-667K14.4
1946769	RP11-667K14.3
126113782	CCDC37
4758261	NDUFA9
184529931	VPS8
36856839	LSM10
99992132	ADH5
70835766	CXCR3
56591189	CCDC66
114312002	PTGR1
3572775	HMG20B
57878048	RAB3C
50639408	SELO
71130938	NHSL2
179068545	C5orf60
109941653	PSMA5
102178365	POLR2J3
129470572	UBE2H
48599160	UCN2
36881428	OSCP1
71346958	RGAG4
105196331	SLC41A2
151121596	GABRE
179078298	AC136604.1
179105584	CBY3
15751707	CYP4F3
105266933	ZBTB42
114393632	DNAJC25
47352957	MYBPC3
110009180	SYPL2
35624752	RBL1
114393666	DNAJC25-GNG10
102181948	RP11-514P8.7
39616410	PAK4
125463048	TRMT12
114423615	GNG10
50656118	TUBGCP6
125486979	RNF139
102191679	SPDYE2
58059470	MMP15
37034823	MLH1
1421012	PITPNA
110026101	ATXN7L2
216225163	FN1
39687601	NCCRP1
110187513	PAK3
128328656	ETS1
39693471	SYCN
40336078	HCRT
105331617	CEP170B
39734246	IFNL3
179105629	CANX
39737773	IFNL4
39759154	IFNL2
15783567	CYP4F12
21200113	RP11-125O5.2
110036674	CYB561D1
39786965	IFNL1
39797208	LRFN1
114448453	C9orf84
17104309	PLD6
21284136	SLCO1B1
72315675	RP11-1102P16.1
125500726	TATDN1
40340817	GHDC
102220093	RASA4
83328033	AP3B2
110046797	AMIGO1
31996311	NELFE
128556430	FLI1
72740402	RP11-383H13.1
58147496	C16orf80
48601506	COL7A1
39818993	GMFG
72753784	MSC
19566562	C16orf62
110082494	GPR61
83166055	DLG2
129658126	ZC3HC1
114659046	UGCG
43449541	ZFP36L2
48844937	GTF2A1L
58191811	CSNK2A2
54618837	PRPF31
36921319	MRPS15
110091233	GNAI3
242127924	ANO7
58264865	PDE4D
115348475	NRAP
72932152	TRPA1
17105963	RP11-45M22.4
167784	BET1L
35724188	RBL1
21417534	SLCO1A2
58265061	CCDC113
43864412	PLEKHH2
100044808	ADH4
17115526	FLCN
110145889	GNAT2
179159851	MAML1
15838834	OR10H2
15852203	OR10H3
65140975	TECRL
155916630	ARHGEF2
15904761	OR10H5
7128660	DVL2
15917817	OR10H1
39833036	SAMD4B
179220981	LTC4S
114803065	SUSD1
151301782	MAGEA10
15988833	CYP4F2
73449626	KCNB2
126156444	ZXDC
3585551	GIPC3
35729629	MROH8
3594504	TBXA2R
100123795	ADH6
54641444	CNOT3
73921099	TERF1
1472561	SLC43A2
89884587	SPIRE2
100941390	IMPG2
24615892	RNF31
100597447	DEPDC4
36931644	CSF3R
58313901	PRSS54
53019866	GPR137C
53689075	PFDN5
14925200	KAZN
151334706	GABRA3
58328984	GINS3
3610639	CACTIN
50683612	HDAC10
1953202	MIR132
1953565	MIR212
193080	SCGB1C1
93551011	GNG11
1992975	RP11-667K14.5
2030724	RP11-667K14.8
2103056	RN7SL624P
2116991	AC090617.1
2118776	AC130689.5
125551344	NDUFB9
2135974	AL450226.2
2210055	HNRNPA1P16
196738	ODF3
47376411	SPI1
35806813	RPN2
114980715	PTBP3
15479028	TMEM51
135894486	ZRANB3
93592074	BET1
40351186	STAT5B
100197524	ADH1A
105391153	PLD4
54658899	LENG1
15490840	C1orf195
16023177	CYP4F11
48147699	SLC48A1
66185281	EPHA5
170666591	METTL5
128706210	KCNJ1
151806637	GABRQ
110158726	AMPD2
2232413	SNORD91B
207511	RIC8A
26240782	CBX3
193119866	ATP13A4
2233570	SNORD91A
99258625	UBTD1
3630181	PIP5K1C
47428683	SLC39A13
2278355	RP1-59D14.5
94023873	COL1A2
128761251	KCNJ5
83424114	FSD2
78407602	BHMT
56131695	SUMF2
115142217	HSDL2
128769460	C11orf45
100660918	SCYL2
110488331	CAPN6
2288141	RP1-59D14.1
83478380	WHAMM
2461096	RN7SL33P
2489624	EIF4A1P9
2516578	SAMD11P1
2558973	snoU13
2584242	RN7SL608P
17150141	COPS3
128804626	TP53AIP1
26331541	SNX10
73976775	SBSPON
115196096	C9orf147
54663846	TMC4
26572740	KIAA0087
83509838	HOMER2
26677490	C7orf71
125563031	MTSS1
37261128	GRIK3
74202506	RPL7
115249127	KIAA1958
39876492	PAF1
6052652	IL2RA
101043049	SENP7
242166679	HDLBP
32003304	SKIV2L
115446206	INIP
110198703	GSTM4
26706681	SKAP2
15573768	FHAD1
155978839	SSR2
35879489	GHRH
3708107	TJP3
30876019	VARS2
126200124	UROC1
115513118	SNX30
35918041	MANBAL
56654161	FAM208A
110537007	DCX
53106634	ERO1L
31956131	CR753845.1
115641200	SLC46A2
24620427	RP11-468E2.4
102222970	RP11-514P8.6
129710350	KLHDC10
115800660	ZFP37
100226121	ADH1B
4766800	RP11-234B24.6
128834955	ARHGAP32
19714902	KNOP1
89940000	TCF25
115913222	SLC31A2
13628927	PRPF18
35973088	SRC
4829507	GALNT8
24630262	IRF9
32014034	DXO
47440320	PSMC3
7138347	PHF23
68337521	CENPC
151867214	MAGEA6
110210644	GSTM2
4918342	KCNA6
5019071	KCNA1
40439565	STAT5A
85339629	TMEM126B
105403581	AHNAK2
83654959	FAM103A1
5153085	KCNA5
19727778	IQCK
27132612	HOXA1
151883082	MAGEA2B
99332198	ANKRD2
1537152	SCARF1
115923286	FKBP15
74206847	RDH10
31964725	C4B
37940153	ZC3H12A
156005092	UBQLN4
83657193	C15orf40
53693470	C12orf10
100257649	ADH1C
215458	SIRT3
85359011	TMEM126A
99344080	HOGA1
53173890	PSMC6
21507893	IAPP
76422409	AC061992.1
3750817	APBA3
76494911	DNAH17-AS1
15736391	EFHD2
37958176	MEAF6
115983808	SLC31A1
36120874	BLCAP
110230436	GSTM1
100333418	ADH7
50683879	MAPK12
74398204	FAM161B
116018115	CDC26
39881943	MED29
105380088	C12orf45
85370752	CREBZF
179224597	MGAT4B
151899293	MAGEA12
89978527	MC1R
54677107	MBOAT7
129804555	TMEM209
129245835	BARX2
83685174	BTBD1
5541278	NTF3
116037623	PRPF4
125985540	ZNF572
21590549	PYROXD1
19868616	GPRC5B
39897453	ZFP36
38000050	SNIP1
15764935	CTRC
110254864	GSTM5
100432161	C4orf17
89985573	TUBB3
36149617	NNAT
156024543	LAMTOR2
38022520	DNALI1
85394893	CCDC89
76670130	CYTH1
3762662	MRPL54
33130458	COL11A2
116059373	RNF183
151903228	CSAG1
3769087	RAX2
105452112	C14orf79
44001178	DYNC2LI1
5641035	ANO2
129685714	TMEM45B
58496750	NDRG4
47459308	RAPSN
126010739	SQLE
83776159	TM6SF1
105413568	ALDH1L2
126243126	CHST13
110276554	GSTM3
37094117	LRRFIP2
32015399	STK19
131456806	AKAP7
126245842	C3orf22
116075502	WDR31
156030951	RAB25
89987800	TUBB3
126290622	TXNRD3
74416629	COQ6
54693789	TSEN34
151918387	MAGEA2
3777971	MATK
140071011	HARS2
6058040	VWF
74332604	STAU2
48176505	HDAC7
131894284	ARG1
116111821	BSPRY
156041804	MEX3A
36322408	CTNNBL1
100750857	SLC17A8
100467866	TRMT10A
116135699	HDHD3
129733531	NFRKB
110292702	EPS8L3
20042807	GPR139
2586599	RP11-74E22.5
2591767	RP11-74E22.6
2615603	RP11-74E22.3
27139721	HOXA2
2627714	RP11-74E22.4
2651372	hsa-mir-1253
2651372	MIR1253
2657126	RN7SL605P
2865542	CTD-3060P21.1
3019717	OR1E3
116148597	ALAD
3038263	CTD-2309O5.3
78523714	AC016559.1
32058986	C4A
83784320	HDGFRP3
78532012	JMY
1549444	RILP
136289025	R3HDM1
47487496	CELF1
6130950	RBM17
3057183	OR1P1
31981894	CYP21A2
3143970	OR1D4
36531499	VSTM2L
3168905	OR1D3P
126036502	KIAA0196
56148440	PHKG1
179233388	SQSTM1
20320894	GP2
116169515	POLE3
53701240	AAAS
24641062	REC8
38032417	GNL2
39903225	PLEKHG2
21621845	RECQL
36611409	TTI1
16059818	OR10H4
90795584	RP11-1E11.1
116172334	C9orf43
90802650	RP11-1E11.2
53196898	STYX
102277472	UPK3BL
140078265	ZMAT2
10954131	TAS2R7
