gene chr NA skato
COX8A 11 NA 0.754617927467711
OR4D5 11 NA 0.754617927467711
FAM71C 12 NA 0.754617927467711
TMEM256 17 NA 0.754617927467711
GPR3 1 NA 0.754617927467711
PPCS 1 NA 0.754617927467711
TFF1 21 NA 0.754617927467711
GALNT13 2 NA 0.754617927467711
PLEKHB2 2 NA 0.754617927467711
STK17B 2 NA 0.754617927467711
UBE2E3 2 NA 0.754617927467711
TAAR2 6 NA 0.754617927467711
SUMF2 7 NA 0.754648224891878
CLCN1 7 NA 0.754652171189448
CAGE1 6 NA 0.754683788858252
PES1 22 NA 0.754730957422896
C12orf60 12 NA 0.754799971542363
IFI27L1 14 NA 0.75495981512439
IGHG1 14 NA 0.754982282259643
GPR12 13 NA 0.755056341815828
C19orf48 19 NA 0.755056341815828
DDX39A 19 NA 0.755056341815828
GGCX 2 NA 0.755056341815828
CAMLG 5 NA 0.755056341815828
TRGV2 7 NA 0.755056341815828
LY6E 8 NA 0.755056341815828
UHRF2 9 NA 0.755056341815828
GSDMD 8 NA 0.755143135541311
NUP153 6 NA 0.755174843160213
C17orf47 17 NA 0.755325373681484
RAD51AP1 12 NA 0.755626375295882
MAPKAPK5 12 NA 0.755721118890713
NDUFB5 3 NA 0.75576793280215
RFX7 15 NA 0.755896281305414
ANGPTL5 11 NA 0.755979118576628
HSPB3 5 NA 0.756113361190859
EIF1AD 11 NA 0.756120752676583
OVOL1 11 NA 0.756120752676583
GLIPR1 12 NA 0.756120752676583
RNASE3 14 NA 0.756120752676583
SYNDIG1L 14 NA 0.756120752676583
COA3 17 NA 0.756120752676583
PDK2 17 NA 0.756120752676583
UBR3 2 NA 0.756120752676583
PWWP2A 5 NA 0.756120752676583
TMCO6 5 NA 0.756120752676583
SAYSD1 6 NA 0.756120752676583
CNTFR 9 NA 0.756120752676583
CROCC 1 NA 0.756250045316909
C7orf25 7 NA 0.756285509867785
NACA 12 NA 0.756317182592367
KIF11 10 NA 0.75635981795214
TNNT3 11 NA 0.75635981795214
CCDC103 17 NA 0.75635981795214
TSEN34 19 NA 0.75635981795214
GCLM 1 NA 0.75635981795214
GJB3 1 NA 0.75635981795214
CST2 20 NA 0.75635981795214
RNF185 22 NA 0.75635981795214
ARRDC3 5 NA 0.75635981795214
RAPGEF6 5 NA 0.756399398384582
SEC16A 9 NA 0.75656558238061
ESR2 14 NA 0.75666185522485
PLCB1 20 NA 0.756743170721339
SLC12A8 3 NA 0.7568245405196
KRTAP1-3 17 NA 0.756962085756081
CYFIP2 5 NA 0.757109657604128
CHRNA4 20 NA 0.757204957104479
KLHL10 17 NA 0.757207575569014
C12orf56 12 NA 0.757465902192666
DPH1 17 NA 0.757555786883224
OR12D1 6 NA 0.757575935366557
TCF21 6 NA 0.757782645303154
SLC19A2 1 NA 0.757817267868644
SEPT8 5 NA 0.757867906133231
ANKRD65 1 NA 0.757869018272533
PCDHA4 5 NA 0.758039743338194
NMI 2 NA 0.758043527998535
RUNDC3A 17 NA 0.758138916147324
RBM22 5 NA 0.758150709309398
DPYD 1 NA 0.758344459508283
TMEM2 9 NA 0.758435777668892
HMMR 5 NA 0.758506223927933
RAB38 11 NA 0.758580600109094
SNX25 4 NA 0.758640728828591
KDM2B 12 NA 0.758655002715598
KCNC4 1 NA 0.75866274946837
LEPR 1 NA 0.758750116422324
CTRL 16 NA 0.75877792818278
FAM196B 5 NA 0.758796359696305
PSMA8 18 NA 0.758837355115952
FAM189A2 9 NA 0.758956239069998
CC2D2B 10 NA 0.759018027278042
HSPA14 10 NA 0.759018027278042
TRAV8-1 14 NA 0.759018027278042
KIF2C 1 NA 0.759018027278042
PKN2 1 NA 0.759018027278042
SYS1 20 NA 0.759018027278042
KIAA1143 3 NA 0.759018027278042
PABPC1 8 NA 0.759018027278042
MARVELD2 5 NA 0.759214175881489
ESPNL 2 NA 0.759232984147522
WHAMM 15 NA 0.759244600383686
KLK6 19 NA 0.759259231659235
LENG9 19 NA 0.759449782247553
MMP15 16 NA 0.759614912449128
ADM2 22 NA 0.759617031258316
CABYR 18 NA 0.759703597298723
C15orf39 15 NA 0.759780968272627
JUP 17 NA 0.759797845357121
MMP7 11 NA 0.759804117804495
KRT85 12 NA 0.759804117804495
LIMA1 12 NA 0.759804117804495
HERPUD1 16 NA 0.759804117804495
EZH1 17 NA 0.759804117804495
ZNF575 19 NA 0.759804117804495
MTIF2 2 NA 0.759804117804495
SSB 2 NA 0.759804117804495
TEX261 2 NA 0.759804117804495
MARCH1 4 NA 0.759804117804495
TMEM33 4 NA 0.759804117804495
KRTAP16-1 17 NA 0.759976250471311
BLNK 10 NA 0.76002135312471
PDSS1 10 NA 0.760122211358911
ZC3H4 19 NA 0.760175392444197
OTOG 11 NA 0.760180343872279
C21orf140 21 NA 0.760217720584267
RANBP10 16 NA 0.76027678725864
MFSD12 19 NA 0.76028185959775
C10orf67 10 NA 0.760444495461854
MACROD1 11 NA 0.76059351018749
DLL4 15 NA 0.76059351018749
DCUN1D3 16 NA 0.76059351018749
STK11 19 NA 0.76059351018749
BCAS2 1 NA 0.76059351018749
MAPKAPK3 3 NA 0.76059351018749
TIGIT 3 NA 0.76059351018749
KCNIP4 4 NA 0.76059351018749
FBXW2 9 NA 0.76059351018749
NUDT16L1 16 NA 0.76071072333391
BNC2 9 NA 0.760928738952543
RRN3 16 NA 0.76095085964352
FAM118B 11 NA 0.761078559055662
FOXRED1 11 NA 0.761078559055662
FUT8 14 NA 0.761078559055662
GINS2 16 NA 0.761078559055662
KLK8 19 NA 0.761078559055662
SULT2A1 19 NA 0.761078559055662
PIGM 1 NA 0.761078559055662
WNT3A 1 NA 0.761078559055662
HES6 2 NA 0.761078559055662
NAT16 7 NA 0.761078559055662
C8orf22 8 NA 0.761078559055662
FZD6 8 NA 0.761078559055662
GNRH1 8 NA 0.761078559055662
HSPH1 13 NA 0.761157803650602
OR3A1 17 NA 0.761207291334621
DGKA 12 NA 0.761224375327828
OR8D4 11 NA 0.76128743994629
FOXB1 15 NA 0.761497652521887
PDPK1 16 NA 0.761497652521887
BTBD8 1 NA 0.761497652521887
CDKN2C 1 NA 0.761497652521887
ACTG2 2 NA 0.761497652521887
AMMECR1L 2 NA 0.761497652521887
DTYMK 2 NA 0.761497652521887
ARMC8 3 NA 0.761497652521887
C3orf84 3 NA 0.761497652521887
SLC25A26 3 NA 0.761497652521887
APOBEC2 6 NA 0.761497652521887
DDAH2 6 NA 0.761497652521887
MED20 6 NA 0.761497652521887
WASL 7 NA 0.761497652521887
ZNF394 7 NA 0.761497652521887
TRAM1 8 NA 0.761497652521887
RIC3 11 NA 0.761544755772194
DHX30 3 NA 0.761548925455283
CBY3 5 NA 0.761637908452659
RNF25 2 NA 0.761711932299123
SAMD10 20 NA 0.761743220795439
ZSCAN12 6 NA 0.761783144345193
GRIA4 11 NA 0.762021581135589
TTC17 11 NA 0.76208347086711
SPAG17 1 NA 0.762192410073698
SLIT2 4 NA 0.762282390538895
PIGV 1 NA 0.762321191432271
COX11 17 NA 0.762340115972659
PSMD1 2 NA 0.762370357786699
ATP1B2 17 NA 0.76248419889881
TRAF3IP2 6 NA 0.762578523474132
LYPLA1 8 NA 0.762763631539521
RXFP1 4 NA 0.76279011072467
WIPF1 2 NA 0.762815096302478
TSNAXIP1 16 NA 0.762974920167671
TRMT61B 2 NA 0.763147856843421
OR52D1 11 NA 0.763243082024887
ARHGAP39 8 NA 0.763245230881009
CSF2RB 22 NA 0.763346287171047
SLC12A4 16 NA 0.76338018205234
EPHA6 3 NA 0.763383611771381
SDS 12 NA 0.763417618302313
SYNPO 5 NA 0.763561264274197
PTER 10 NA 0.763713934817697
TNS4 17 NA 0.763738555653661
THEG 19 NA 0.763743581683457
PHIP 6 NA 0.76391212127179
CDK11A 1 NA 0.763958164188349
RPP25L 9 NA 0.763963797289641
SAG 2 NA 0.764111737036482
PEX10 1 NA 0.764288308668506
DUOX2 15 NA 0.764288315172134
MTA2 11 NA 0.764357887985122
PRKAG1 12 NA 0.764426029026378
SAAL1 11 NA 0.764643833557163
PAAF1 11 NA 0.764697609803644
RPS21 20 NA 0.764697609803644
CLRN2 4 NA 0.764697609803644
CXCL14 5 NA 0.764697609803644
DDX46 5 NA 0.764697609803644
DGKI 7 NA 0.764697609803644
TRBV29-1 7 NA 0.764697609803644
MTFMT 15 NA 0.764886901356743
HBE1 11 NA 0.764971763001197
TMEM45B 11 NA 0.764971763001197
RAP1B 12 NA 0.764971763001197
MZT1 13 NA 0.764971763001197
ATP1A3 19 NA 0.764971763001197
TBCB 19 NA 0.764971763001197
VMAC 19 NA 0.764971763001197
PFKFB2 1 NA 0.764971763001197
PKIG 20 NA 0.764971763001197
RPRM 2 NA 0.764971763001197
SULT1E1 4 NA 0.764971763001197
ARSI 5 NA 0.764971763001197
EBF1 5 NA 0.764971763001197
NOV 8 NA 0.764971763001197
MAGI2 7 NA 0.764979828594522
AKIP1 11 NA 0.765083737584829
C11orf54 11 NA 0.765083737584829
OR6C74 12 NA 0.765083737584829
GABRA5 15 NA 0.765083737584829
EMC8 16 NA 0.765083737584829
PGM1 1 NA 0.765083737584829
RCC1 1 NA 0.765083737584829
CHMP2B 3 NA 0.765083737584829
DPPA4 3 NA 0.765083737584829
HRASLS 3 NA 0.765083737584829
MRFAP1 4 NA 0.765083737584829
EDIL3 5 NA 0.765083737584829
OARD1 6 NA 0.765083737584829
SESN1 6 NA 0.765083737584829
TMEM37 2 NA 0.765161431443446
RUFY4 2 NA 0.765265638458941
QPCTL 19 NA 0.765607448818499
TARSL2 15 NA 0.765626931441671
PTPRZ1 7 NA 0.765695547362046
SNTB2 16 NA 0.765697437690118
B3GALT2 1 NA 0.765697437690118
FMOD 1 NA 0.765697437690118
NME7 1 NA 0.765697437690118
RAB42 1 NA 0.765697437690118
PRNT 20 NA 0.765697437690118
CCNYL1 2 NA 0.765697437690118
GPR171 3 NA 0.765697437690118
TKTL2 4 NA 0.765697437690118
CCNO 5 NA 0.765697437690118
CSNK1A1 5 NA 0.765697437690118
ZNF391 6 NA 0.765794218902908
FRZB 2 NA 0.765796098190376
E2F3 6 NA 0.765810201106968
PPL 16 NA 0.765841824330772
FAM65A 16 NA 0.765908192307403
PIK3C2G 12 NA 0.766071186657022
HOXA9 7 NA 0.766345576737174
SOWAHB 4 NA 0.766350550360636
TMEM18 2 NA 0.766372069467723
ZBTB22 6 NA 0.766483834309699
STK32A 5 NA 0.766819352445075
SH2D4A 8 NA 0.766845362891531
LTBP2 14 NA 0.767031165702013
SEL1L 14 NA 0.76703984497092
ITPRIP 10 NA 0.767139913877336
KRT74 12 NA 0.767395401957068
AOC3 17 NA 0.767401585158296
STRA6 15 NA 0.767464130089938
CYP1B1 2 NA 0.767556986147702
INTS1 7 NA 0.767639038101159
SUFU 10 NA 0.767690961923487
PIWIL4 11 NA 0.767704948118809
ZNF8 19 NA 0.76771458363719
C1orf53 1 NA 0.767866920915499
DENND2D 1 NA 0.767931796696886
KRT77 12 NA 0.767960719045456
CACNA1E 1 NA 0.767963306858533
CDH22 20 NA 0.768077680938275
TREM1 6 NA 0.768101932640245
DNAAF1 16 NA 0.768300541421871
FBXW12 3 NA 0.768426758828042
UMOD 16 NA 0.768478750296497
IMP3 15 NA 0.768524985383026
DNAH10 12 NA 0.768528838307552
PTS 11 NA 0.768738531567476
ZDHHC24 11 NA 0.768738531567476
MESDC1 15 NA 0.768738531567476
VPS4A 16 NA 0.768738531567476
C17orf67 17 NA 0.768738531567476
CEACAM1 19 NA 0.768738531567476
RPAP2 1 NA 0.768738531567476
ADA 20 NA 0.768738531567476
CRLS1 20 NA 0.768738531567476
BMP10 2 NA 0.768738531567476
PPM1L 3 NA 0.768738531567476
DCK 4 NA 0.768738531567476
DCUN1D4 4 NA 0.768738531567476
LARP7 4 NA 0.768738531567476
SLC17A5 6 NA 0.768738531567476
KPNA7 7 NA 0.768738531567476
RAPGEF5 7 NA 0.768738531567476
LSM1 8 NA 0.768738531567476
RXRA 9 NA 0.768738531567476
RTN1 14 NA 0.768769012564803
ABI1 10 NA 0.768792475098434
TDRD1 10 NA 0.768792475098434
DAZAP2 12 NA 0.768792475098434
ORAI3 16 NA 0.768792475098434
OR1D5 17 NA 0.768792475098434
ZNF625 19 NA 0.768792475098434
PRKAA2 1 NA 0.768792475098434
RABGGTB 1 NA 0.768792475098434
SDC4 20 NA 0.768792475098434
TRIB2 2 NA 0.768792475098434
BDH1 3 NA 0.768792475098434
RPL29 3 NA 0.768792475098434
MYOZ3 5 NA 0.768792475098434
ADO 10 NA 0.76896828759932
BTRC 10 NA 0.76896828759932
CPN1 10 NA 0.76896828759932
TP53I11 11 NA 0.76896828759932
EPYC 12 NA 0.76896828759932
LUM 12 NA 0.76896828759932
METTL1 12 NA 0.76896828759932
FLVCR2 14 NA 0.76896828759932
OR4Q2 14 NA 0.76896828759932
EIF4A1 17 NA 0.76896828759932
DDA1 19 NA 0.76896828759932
OR7C2 19 NA 0.76896828759932
C1orf186 1 NA 0.76896828759932
NPPA 1 NA 0.76896828759932
ZNF697 1 NA 0.76896828759932
FIGN 2 NA 0.76896828759932
MRPL44 2 NA 0.76896828759932
POPDC2 3 NA 0.76896828759932
SLC26A6 3 NA 0.76896828759932
GZMA 5 NA 0.76896828759932
PRR7 5 NA 0.76896828759932
SMIM19 8 NA 0.76896828759932
EIF2AK4 15 NA 0.768991712780523
GXYLT2 3 NA 0.768994238569142
TSGA10IP 11 NA 0.769158045861017
HEYL 1 NA 0.769182930100251
DZIP1L 3 NA 0.769406405386243
KCNK17 6 NA 0.769495267169048
IGLL5 22 NA 0.769547049761804
UPK2 11 NA 0.770024287251823
USP34 2 NA 0.770106045695438
PMP22 17 NA 0.770140715887192
OR10AD1 12 NA 0.770157698128086
C22orf46 22 NA 0.770358506683505
KBTBD3 11 NA 0.770418778585865
B3GNT4 12 NA 0.770418778585865
OR3A3 17 NA 0.770418778585865
GUCA2A 1 NA 0.770418778585865
TRNAU1AP 1 NA 0.770418778585865
TPST2 22 NA 0.770418778585865
PNO1 2 NA 0.770418778585865
SCRG1 4 NA 0.770418778585865
ENC1 5 NA 0.770418778585865
ZNF474 5 NA 0.770418778585865
GTF2H4 6 NA 0.770418778585865
NAT2 8 NA 0.770418778585865
RPL8 8 NA 0.770418778585865
AP1AR 4 NA 0.770570189552994
C17orf99 17 NA 0.770656060209824
CHGA 14 NA 0.770688928321194
PACS2 14 NA 0.770698141333866
NEO1 15 NA 0.770713772280928
LRRC7 1 NA 0.770844736388599
ATP1A4 1 NA 0.770930156714195
PSD 10 NA 0.771007342012657
ZFHX2 14 NA 0.771097904638802
USP18 22 NA 0.771615011149998
TMEM258 11 NA 0.771808474659078
DPP4 2 NA 0.772182933179087
AHRR 5 NA 0.772214344226264
STMN4 8 NA 0.772273541248666
ADAP1 7 NA 0.772324988823868
PFN4 2 NA 0.772362601347095
ABHD4 14 NA 0.772428634975738
FABP9 8 NA 0.772476657418201
PEBP1 12 NA 0.772484474147524
ZNF517 8 NA 0.772527682245136
TULP1 6 NA 0.772588465536422
MUC5B 11 NA 0.772639020080513
DCAF13 8 NA 0.772696715813548
S100P 4 NA 0.772831082908514
DTNB 2 NA 0.772839830674503
CLCN2 3 NA 0.772843863728941
SNAP29 22 NA 0.772911133043145
CPSF2 14 NA 0.7729317087494
HNRNPUL2 11 NA 0.772938742115879
HNRNPUL2-BSCL2 11 NA 0.772938742115879
TBX10 11 NA 0.772989228033218
ELAVL1 19 NA 0.773039695770632
ZNF473 19 NA 0.773059666688521
MYO7B 2 NA 0.773201964727753
FCGR3A 1 NA 0.773253207284814
CHRNA6 8 NA 0.7734028100056
TMEM198 2 NA 0.773515002017294
TATDN2 3 NA 0.773522382076336
NBPF15 1 NA 0.773545222737129
C21orf58 21 NA 0.773688297203011
VTCN1 1 NA 0.7737435165667
HAPLN3 15 NA 0.773758608898839
HTR2A 13 NA 0.773828224542053
SIRT4 12 NA 0.773986529548147
TTC9 14 NA 0.774190719940747
ZFYVE1 14 NA 0.774427610968256
CATSPERG 19 NA 0.774455517711287
TPPP2 14 NA 0.774687636128951
IGFBP6 12 NA 0.774910391796949
ZSCAN31 6 NA 0.774912483420798
SLC3A2 11 NA 0.775030601110816
PLK1 16 NA 0.775097882413022
TMEM177 2 NA 0.775392009868366
HSPB2 11 NA 0.775553958415507
IFNA16 9 NA 0.775729480741262
TLDC1 16 NA 0.775827916982761
MYO7A 11 NA 0.776089441709891
GIMAP8 7 NA 0.776123094482109
TMEM213 7 NA 0.776123105020745
FAM114A2 5 NA 0.776139782716275
RC3H2 9 NA 0.776167586185952
HDGFL1 6 NA 0.77625206260766
PET100 19 NA 0.776433825688578
HSPB2-C11orf52 11 NA 0.776444655086585
CLPS 6 NA 0.776457769292016
C19orf57 19 NA 0.776549635615303
NRIP2 12 NA 0.776661054412001
LSM14A 19 NA 0.776752323532945
TRBV6-9 7 NA 0.776757585375323
ARHGAP18 6 NA 0.77677025923953
MVD 16 NA 0.776831034470045
FKBP5 6 NA 0.776917921457681
RAB3GAP1 2 NA 0.777257766180375
KRT35 17 NA 0.777265777423803
FBXW8 12 NA 0.777304778337313
DDX10 11 NA 0.777586958151675
DEFA4 8 NA 0.777600771402173
PCDH18 4 NA 0.777600857840897
PGLYRP2 19 NA 0.777859012087524
EXD3 9 NA 0.77787542654327
ALOX15B 17 NA 0.778022726883214
CCDC36 3 NA 0.778205467605835
HSP90AB1 6 NA 0.778288102149583
HSPA1L 6 NA 0.778516916097771
RPS27 1 NA 0.778616204615978
OR2W3 1 NA 0.778793075871572
OR4D9 11 NA 0.779241690537417
LRFN5 14 NA 0.77926537994228
TFR2 7 NA 0.779324831853822
SNRNP200 2 NA 0.779372743777695
KCTD19 16 NA 0.779753097331636
CHD9 16 NA 0.77979912764714
RALGPS1 9 NA 0.779816158608005
PXMP4 20 NA 0.779846524487267
IMPG1 6 NA 0.780092566710579
IGSF8 1 NA 0.780117662259596
SPATA6L 9 NA 0.780379152760165
SH3BP4 2 NA 0.78059324258442
SPINT1 15 NA 0.780703495782917
MFSD11 17 NA 0.780704001471159
TMC6 17 NA 0.780753083817225
SRI 7 NA 0.781025181237124
DUSP23 1 NA 0.781078911688467
KIDINS220 2 NA 0.781086354610851
CES1 16 NA 0.781110904805734
TXNDC9 2 NA 0.781326193681773
DCAF5 14 NA 0.781356739910948
TBC1D7 6 NA 0.781463509345142
PNKD 2 NA 0.781489510998808
ZNF844 19 NA 0.781641051150559
IGFL3 19 NA 0.781699381228608
PRSS54 16 NA 0.781755829947053
ADAMTS8 11 NA 0.781862170356502
BTD 3 NA 0.781918634345873
FRAT2 10 NA 0.782341546064727
GRK4 4 NA 0.782438131545248
RHBDD3 22 NA 0.78246661490166
SSX2IP 1 NA 0.782504881840678
KRTAP4-12 17 NA 0.782549133961612
CDC25A 3 NA 0.782653517873635
SNX33 15 NA 0.78286359305486
TTC8 14 NA 0.782865077763253
ATP13A4 3 NA 0.782921984505397
WNT10A 2 NA 0.782934416073083
POU4F2 4 NA 0.782959194558065
TRHR 8 NA 0.783084240319993
KAT6A 8 NA 0.783103330939305
PNMT 17 NA 0.783144827885983
SERPINA11 14 NA 0.783284808132535
PCDHAC1 5 NA 0.783307140663647
U2AF1L4 19 NA 0.783431212682089
ATP8B4 15 NA 0.783511815477075
UBOX5 20 NA 0.783562685500169
PAFAH1B2 11 NA 0.783951691866144
SLC22A11 11 NA 0.783957085284774
AKR1C4 10 NA 0.783960656259619
FAM150B 2 NA 0.784197692870606
TRPM8 2 NA 0.784380536977718
CDKAL1 6 NA 0.784394531210032
PICK1 22 NA 0.784415350737915
FBXO46 19 NA 0.784495917030081
KPTN 19 NA 0.784524521690425
OPRD1 1 NA 0.784529972309811
PLCD3 17 NA 0.784743862786494
SNTG1 8 NA 0.784745038740001
ZC3H14 14 NA 0.784769591282493
ZNF354B 5 NA 0.784861094821383
UNC93A 6 NA 0.78490498221655
IKBKAP 9 NA 0.784989911860153
NT5M 17 NA 0.785188064070085
TM4SF20 2 NA 0.785211813433537
TRIB3 20 NA 0.785311006037156
SLC39A7 6 NA 0.785343763781463
INMT-FAM188B 7 NA 0.785363036255851
ARMC7 17 NA 0.785452462779417
SPEN 1 NA 0.785470310627719
TRAPPC12 2 NA 0.785564552098979
AOAH 7 NA 0.785650000104263
VPS16 20 NA 0.785708624045362
CCNT1 12 NA 0.785874831053433
NT5DC3 12 NA 0.785878310210987
BUB1B 15 NA 0.785884050978259
ITIH1 3 NA 0.786012042158303
CEP104 1 NA 0.786112035882391
ZNF70 22 NA 0.786158181187706
LRP5L 22 NA 0.786228375556382
ANG 14 NA 0.78629361157604
FKBP9 7 NA 0.786570763657916
QRSL1 6 NA 0.786779903501121
PKDCC 2 NA 0.786866220358384
SMARCAD1 4 NA 0.787032699289369
R3HCC1 8 NA 0.787361017635537
UBD 6 NA 0.787368432891099
FARS2 6 NA 0.78749551985519
IQCH 15 NA 0.787521668635125
CYP3A5 7 NA 0.787604879615276
BCL2L12 19 NA 0.787697093984401
SYNDIG1 20 NA 0.787724579642829
GRXCR1 4 NA 0.787760313493778
CHST5 16 NA 0.787948424746378
ARHGEF33 2 NA 0.787967032034821
SLC39A6 18 NA 0.788109744915099
SV2C 5 NA 0.78811203191647
ZNF117 7 NA 0.788113785483106
HP1BP3 1 NA 0.788115558874772
ELAC1 18 NA 0.788162970676275
TAF2 8 NA 0.788192557140832
SLAMF8 1 NA 0.788251006087681
LRRC32 11 NA 0.788313807228708
GML 8 NA 0.788539432930624
PKDREJ 22 NA 0.788546486590045
NUP107 12 NA 0.788588765655103
MCPH1 8 NA 0.788597305812821
MBOAT7 19 NA 0.788661282116863
PDZK1 1 NA 0.78868306222011
OR10J5 1 NA 0.788702974598177
ZNF493 19 NA 0.788726223475254
TSPAN15 10 NA 0.789019945962919
MMP1 11 NA 0.789119682197184
CD300LD 17 NA 0.789135809710533
FUT6 19 NA 0.789193064522262
ARRDC1 9 NA 0.789293357896304
SMN2 5 NA 0.789323315912015
ACO1 9 NA 0.789372900266076
FBXL19 16 NA 0.789405065507505
RGS22 8 NA 0.789529334183911
PIEZO2 18 NA 0.789628484142416
HOXC13 12 NA 0.789705262876044
C10orf113 10 NA 0.789711087606883
MAP3K9 14 NA 0.789764397173869
ZNF74 22 NA 0.789808473540783
IFT27 22 NA 0.790270278808496
OSBPL9 1 NA 0.790303744310743
PPP2R2C 4 NA 0.790337259052312
CASZ1 1 NA 0.790351881930988
HMGXB3 5 NA 0.790482771573102
POPDC3 6 NA 0.790649788089049
CNTN6 3 NA 0.790991587358442
ARID5A 2 NA 0.791071719553746
ZFP36 19 NA 0.791091643480277
CLIC5 6 NA 0.791205048764707
PREX1 20 NA 0.791252238041535
PLD2 17 NA 0.791261894370436
ASB5 4 NA 0.791298646545144
TBC1D10A 22 NA 0.791420822679822
GPCPD1 20 NA 0.791427782207727
TRMT1 19 NA 0.791764134718278
TNFRSF6B 20 NA 0.79177416730442
CCND1 11 NA 0.791864178922196
LIMD1 3 NA 0.792209211783521
DMRT1 9 NA 0.792420960312468
LGMN 14 NA 0.792448272167424
THSD4 15 NA 0.792710103659094
SC5D 11 NA 0.792773511154473
C8orf33 8 NA 0.79280432441897
PCDHA2 5 NA 0.792999699061303
C3 19 NA 0.793072774153492
FBRS 16 NA 0.793133016764277
NRG1 8 NA 0.793175776680742
TRBV7-8 7 NA 0.793288698493338
ZFYVE21 14 NA 0.793390357275317
CCDC136 7 NA 0.793411298626985
TIAF1 17 NA 0.793693621660138
BTN2A2 6 NA 0.793864672537052
CCDC50 3 NA 0.793912217720032
MAP3K10 19 NA 0.793920346033027
STOML1 15 NA 0.794100341434482
NLRP1 17 NA 0.794209818535949
CAMK1 3 NA 0.794223084312972
TAF4B 18 NA 0.794261669815861
PMEL 12 NA 0.794279318997799
C9orf72 9 NA 0.794310235190317
SASS6 1 NA 0.79434810941647
OR5A1 11 NA 0.794454664821426
GP6 19 NA 0.794506256701422
RUSC1 1 NA 0.794506296307815
PDE6C 10 NA 0.794588158953706
CLSTN1 1 NA 0.794615950220363
ACSS3 12 NA 0.794720924241262
ERCC5 13 NA 0.794817351204332
SMCR8 17 NA 0.794911389342403
MECOM 3 NA 0.794975530043241
MMP2 16 NA 0.794996587710613
UGT1A9 2 NA 0.795001740389164
CCDC168 13 NA 0.795069447174543
TLE1 9 NA 0.7953448957634
ELP2 18 NA 0.795411890411439
ZNF710 15 NA 0.795540104449057
TNFSF9 19 NA 0.795557413473693
AGFG2 7 NA 0.795709707928521
TRAPPC4 11 NA 0.795792141009982
KRT33A 17 NA 0.795828775760585
BAG5 14 NA 0.796006213607198
HHIP 4 NA 0.796152893632318
KIFC2 8 NA 0.796353544975321
CPSF1 8 NA 0.796483606235664
PODXL2 3 NA 0.796496476857523
DOK3 5 NA 0.79658559462637
IFI44 1 NA 0.796672638837875
TCF4 18 NA 0.796751166154624
HOXB1 17 NA 0.796761659725767
IGKV1-8 2 NA 0.796773812943015
PRR16 5 NA 0.796831172734018
CYP21A2 6 NA 0.796851211361693
AKR1C3 10 NA 0.797025038825409
COL25A1 4 NA 0.797126592784812
PHF21B 22 NA 0.797268777711668
C16orf95 16 NA 0.797325012099587
DYRK3 1 NA 0.797337094187615
ZNF232 17 NA 0.797354123486566
NRG2 5 NA 0.797361553075707
LRP4 11 NA 0.797458301557071
MGARP 4 NA 0.797617468623941
TNFRSF10A 8 NA 0.797641425236929
TMEM139 7 NA 0.797670772287553
H6PD 1 NA 0.797751176460478
PAFAH2 1 NA 0.797756660270342
RDH13 19 NA 0.797834112098471
NSUN6 10 NA 0.797853870506107
TRBV23-1 7 NA 0.79790658747173
HLA-DQA1 6 NA 0.798060089719354
CLDN24 4 NA 0.798180641059897
NPAS2 2 NA 0.798211988364105
IDH3A 15 NA 0.798231838846226
FZD5 2 NA 0.798256533591696
FAM230A 22 NA 0.798277431381026
CNPY1 7 NA 0.798405210528018
DUSP7 3 NA 0.798471908442541
ALPPL2 2 NA 0.798726080016708
CSDE1 1 NA 0.798748122063733
GBX2 2 NA 0.798764001552125
SETD2 3 NA 0.798808281307636
LY75 2 NA 0.798838850612296
PITPNM2 12 NA 0.798887214933134
PLIN5 19 NA 0.798891661223453
DYRK2 12 NA 0.799057766123006
SIM2 21 NA 0.799173342356534
TOR1A 9 NA 0.799196409273112
THEMIS 6 NA 0.799501785674234
KRTAP6-3 21 NA 0.799593389108725
PRG3 11 NA 0.800056572259538
CREM 10 NA 0.800056859755251
GALR2 17 NA 0.800108453739283
AGRN 1 NA 0.800186383070877
SEMA7A 15 NA 0.800354756137866
ETFB 19 NA 0.800426778882888
TCERG1L 10 NA 0.800530270870537
TRIM39-RPP21 6 NA 0.800756784666032
RAP1GAP 1 NA 0.800914641490656
MTMR14 3 NA 0.800930724793616
SPDL1 5 NA 0.800945202198297
PXMP2 12 NA 0.801150614056841
RASSF8 12 NA 0.801258246785999
TRBV10-2 7 NA 0.80137615476226
DGKQ 4 NA 0.801408755850156
YIPF5 5 NA 0.801448943368535
PNKP 19 NA 0.801502973988344
THAP6 4 NA 0.801617579260562
DTWD2 5 NA 0.801675975608802
TNRC6B 22 NA 0.801994812046612
ABHD15 17 NA 0.802014644693233
MRPS23 17 NA 0.80217540507692
MYH2 17 NA 0.802360181267444
ARHGAP20 11 NA 0.802503070915494
SLC26A11 17 NA 0.802633875011872
GH2 17 NA 0.802706309862743
SKIV2L 6 NA 0.80277474525534
RBM38 20 NA 0.802797145139548
ICA1L 2 NA 0.802805619269572
OSBPL10 3 NA 0.802985622765096
LRRC37A3 17 NA 0.80303140984116
SIPA1L2 1 NA 0.803261519932906
MAGEL2 15 NA 0.803269776292032
MARCH4 2 NA 0.803345160309831
SORCS3 10 NA 0.803706743964546
